starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 30 19:04:38 2021	1612029878	0	1597	1597	1596
Sat Jan 30 19:04:42 2021	1612029882	0	1597	1597	1597
Sat Jan 30 19:04:36 2021	1612029876	0	1597	1597	1597
Sat Jan 30 19:04:40 2021	1612029880	0	1598	1599	1598
Sat Jan 30 19:04:34 2021	1612029874	0	1599	1599	1598
Sat Jan 30 19:04:29 2021	1612029869	0	1599	1599	1598
Sat Jan 30 19:04:29 2021	1612029869	0	1600	1600	1599
Sat Jan 30 19:04:35 2021	1612029875	0	1600	1600	1599
Sat Jan 30 19:04:37 2021	1612029877	0	1600	1600	1599
Sat Jan 30 19:04:30 2021	1612029870	0	1601	1601	1600
Sat Jan 30 19:04:33 2021	1612029873	0	1602	1602	1602
Sat Jan 30 19:04:37 2021	1612029877	0	1602	1603	1602
Sat Jan 30 19:04:35 2021	1612029875	0	1603	1603	1602
Sat Jan 30 19:04:34 2021	1612029874	0	1604	1604	1603
Sat Jan 30 19:04:10 2021	1612029850	0	1604	1604	1604
Sat Jan 30 19:04:39 2021	1612029879	0	1604	1604	1604
Sat Jan 30 19:04:39 2021	1612029879	0	1604	1604	1604
Sat Jan 30 19:04:36 2021	1612029876	0	1605	1605	1603
Sat Jan 30 19:04:40 2021	1612029880	0	1605	1605	1605
Sat Jan 30 19:04:39 2021	1612029879	0	1606	1606	1605
Sat Jan 30 19:04:39 2021	1612029879	0	1607	1607	1606
Sat Jan 30 19:04:28 2021	1612029868	0	1607	1607	1606
Sat Jan 30 19:04:39 2021	1612029879	0	1607	1608	1607
Sat Jan 30 19:04:15 2021	1612029855	0	1608	1609	1608
Sat Jan 30 19:04:36 2021	1612029876	0	1609	1609	1608
Sat Jan 30 19:04:41 2021	1612029881	0	1610	1610	1610
Sat Jan 30 19:04:31 2021	1612029871	0	1611	1611	1610
Sat Jan 30 19:04:38 2021	1612029878	0	1611	1611	1610
Sat Jan 30 19:04:34 2021	1612029874	0	1611	1611	1610
Sat Jan 30 19:04:34 2021	1612029874	0	1611	1611	1611
Sat Jan 30 19:04:31 2021	1612029871	0	1611	1612	1611
Sat Jan 30 19:04:34 2021	1612029874	0	1611	1612	1611
Sat Jan 30 19:04:31 2021	1612029871	0	1612	1612	1612
Sat Jan 30 19:04:39 2021	1612029879	0	1613	1613	1612
Sat Jan 30 19:04:15 2021	1612029855	0	1613	1613	1613
Sat Jan 30 19:04:41 2021	1612029881	0	1615	1615	1614
Sat Jan 30 19:04:31 2021	1612029871	0	1615	1615	1614
Sat Jan 30 19:04:41 2021	1612029881	0	1616	1617	1616
Sat Jan 30 19:04:34 2021	1612029874	0	1617	1617	1616
Sat Jan 30 19:04:39 2021	1612029879	0	1618	1618	1618
Sat Jan 30 19:04:32 2021	1612029872	0	1618	1618	1618
Sat Jan 30 19:04:35 2021	1612029875	0	1618	1619	1618
Sat Jan 30 19:04:36 2021	1612029876	0	1619	1619	1618
Sat Jan 30 19:04:39 2021	1612029879	0	1619	1619	1619
Sat Jan 30 19:04:37 2021	1612029877	0	1620	1620	1619
Sat Jan 30 19:04:11 2021	1612029851	0	1620	1620	1619
Sat Jan 30 19:04:41 2021	1612029881	0	1620	1620	1620
Sat Jan 30 19:04:38 2021	1612029878	0	1621	1621	1621
Sat Jan 30 19:04:31 2021	1612029871	0	1622	1622	1621
Sat Jan 30 19:04:31 2021	1612029871	0	1622	1622	1622
Sat Jan 30 19:04:37 2021	1612029877	0	1622	1622	1622
Sat Jan 30 19:04:38 2021	1612029878	0	1622	1623	1622
Sat Jan 30 19:04:10 2021	1612029850	0	1623	1623	1623
Sat Jan 30 19:04:42 2021	1612029882	0	1624	1624	1623
Sat Jan 30 19:04:35 2021	1612029875	0	1624	1624	1623
Sat Jan 30 19:04:36 2021	1612029876	0	1624	1624	1624
Sat Jan 30 19:04:39 2021	1612029879	0	1624	1624	1624
Sat Jan 30 19:04:41 2021	1612029881	1	1624	1624	1624
Sat Jan 30 19:04:16 2021	1612029856	0	1624	1625	1624
Sat Jan 30 19:04:16 2021	1612029856	0	1625	1625	1624
Sat Jan 30 19:04:29 2021	1612029869	0	1625	1625	1624
Sat Jan 30 19:04:31 2021	1612029871	0	1625	1625	1625
Sat Jan 30 19:04:37 2021	1612029877	0	1625	1626	1625
Sat Jan 30 19:04:38 2021	1612029878	0	1626	1626	1625
Sat Jan 30 19:04:38 2021	1612029878	0	1626	1626	1625
Sat Jan 30 19:04:28 2021	1612029868	0	1626	1626	1626
Sat Jan 30 19:04:38 2021	1612029878	0	1626	1627	1626
Sat Jan 30 19:04:30 2021	1612029870	0	1626	1627	1626
Sat Jan 30 19:04:10 2021	1612029850	0	1627	1627	1627
Sat Jan 30 19:04:11 2021	1612029851	0	1628	1628	1627
Sat Jan 30 19:04:31 2021	1612029871	0	1628	1628	1627
Sat Jan 30 19:04:29 2021	1612029869	0	1628	1628	1628
Sat Jan 30 19:04:37 2021	1612029877	0	1629	1629	1628
Sat Jan 30 19:04:40 2021	1612029880	0	1630	1630	1629
Sat Jan 30 19:04:38 2021	1612029878	0	1630	1630	1630
Sat Jan 30 19:04:37 2021	1612029877	0	1631	1632	1631
Sat Jan 30 19:04:11 2021	1612029851	0	1632	1632	1631
Sat Jan 30 19:04:42 2021	1612029882	0	1632	1632	1631
Sat Jan 30 19:04:11 2021	1612029851	0	1632	1632	1632
Sat Jan 30 19:04:36 2021	1612029876	0	1632	1632	1632
Sat Jan 30 19:04:35 2021	1612029875	0	1632	1632	1632
Sat Jan 30 19:04:36 2021	1612029876	0	1633	1633	1633
Sat Jan 30 19:04:38 2021	1612029878	0	1634	1635	1634
Sat Jan 30 19:04:16 2021	1612029856	0	1635	1635	1634
Sat Jan 30 19:04:38 2021	1612029878	0	1635	1635	1634
Sat Jan 30 19:04:39 2021	1612029879	0	1635	1635	1635
Sat Jan 30 19:04:11 2021	1612029851	0	1635	1635	1635
Sat Jan 30 19:04:31 2021	1612029871	0	1636	1636	1636
Sat Jan 30 19:04:41 2021	1612029881	0	1636	1636	1636
Sat Jan 30 19:04:31 2021	1612029871	0	1637	1637	1636
Sat Jan 30 19:04:37 2021	1612029877	0	1637	1637	1636
Sat Jan 30 19:04:44 2021	1612029884	0	1637	1638	1637
Sat Jan 30 19:04:38 2021	1612029878	0	1638	1638	1637
Sat Jan 30 19:04:35 2021	1612029875	0	1639	1640	1639
Sat Jan 30 19:04:29 2021	1612029869	0	1640	1640	1639
Sat Jan 30 19:04:36 2021	1612029876	0	1641	1641	1640
Sat Jan 30 19:04:30 2021	1612029870	0	1641	1641	1641
Sat Jan 30 19:04:39 2021	1612029879	0	1642	1642	1641
Sat Jan 30 19:04:31 2021	1612029871	0	1643	1644	1643
Sat Jan 30 19:04:38 2021	1612029878	0	1644	1645	1644
Sat Jan 30 19:04:39 2021	1612029879	0	1645	1645	1645
Sat Jan 30 19:04:10 2021	1612029850	3	1643	1646	1643
Sat Jan 30 19:04:32 2021	1612029872	0	1649	1649	1648
Sat Jan 30 19:04:41 2021	1612029881	0	1651	1651	1650
Sat Jan 30 19:04:31 2021	1612029871	0	1651	1651	1651
Sat Jan 30 19:04:36 2021	1612029876	0	1651	1651	1651
Sat Jan 30 19:04:37 2021	1612029877	0	1651	1652	1651
Sat Jan 30 19:04:29 2021	1612029869	0	1652	1652	1651
Sat Jan 30 19:04:36 2021	1612029876	0	1653	1653	1653
Sat Jan 30 19:04:30 2021	1612029870	0	1654	1654	1653
Sat Jan 30 19:04:29 2021	1612029869	0	1654	1654	1654
Sat Jan 30 19:04:38 2021	1612029878	0	1655	1655	1655
Sat Jan 30 19:04:39 2021	1612029879	0	1656	1656	1655
Sat Jan 30 19:04:35 2021	1612029875	0	1656	1656	1655
Sat Jan 30 19:04:35 2021	1612029875	0	1656	1656	1655
Sat Jan 30 19:04:30 2021	1612029870	0	1658	1658	1658
Sat Jan 30 19:04:41 2021	1612029881	0	1659	1659	1658
Sat Jan 30 19:04:39 2021	1612029879	0	1659	1660	1655
Sat Jan 30 19:04:36 2021	1612029876	0	1660	1660	1659
Sat Jan 30 19:04:11 2021	1612029851	0	1660	1660	1660
Sat Jan 30 19:04:41 2021	1612029881	0	1660	1660	1659
Sat Jan 30 19:04:41 2021	1612029881	0	1660	1660	1660
Sat Jan 30 19:04:41 2021	1612029881	0	1661	1661	1660
Sat Jan 30 19:04:40 2021	1612029880	0	1661	1661	1661
Sat Jan 30 19:04:35 2021	1612029875	0	1663	1663	1663
Sat Jan 30 19:04:11 2021	1612029851	0	1663	1664	1663
Sat Jan 30 19:04:32 2021	1612029872	0	1664	1664	1663
Sat Jan 30 19:04:10 2021	1612029850	0	1664	1664	1664
Sat Jan 30 19:04:34 2021	1612029874	0	1664	1664	1663
Sat Jan 30 19:04:40 2021	1612029880	0	1664	1664	1664
Sat Jan 30 19:04:30 2021	1612029870	0	1665	1665	1664
Sat Jan 30 19:04:11 2021	1612029851	0	1666	1666	1666
Sat Jan 30 19:04:37 2021	1612029877	0	1666	1666	1666
Sat Jan 30 19:04:12 2021	1612029852	0	1666	1667	1666
Sat Jan 30 19:04:11 2021	1612029851	0	1667	1667	1666
Sat Jan 30 19:04:37 2021	1612029877	0	1667	1667	1666
Sat Jan 30 19:04:30 2021	1612029870	0	1667	1667	1666
Sat Jan 30 19:04:37 2021	1612029877	0	1667	1667	1667
Sat Jan 30 19:04:11 2021	1612029851	0	1668	1668	1668
Sat Jan 30 19:04:36 2021	1612029876	0	1668	1668	1668
Sat Jan 30 19:04:44 2021	1612029884	0	1669	1669	1669
Sat Jan 30 19:04:10 2021	1612029850	1	1669	1671	1669
Sat Jan 30 19:04:30 2021	1612029870	0	1671	1671	1671
Sat Jan 30 19:04:41 2021	1612029881	0	1672	1672	1671
Sat Jan 30 19:04:37 2021	1612029877	0	1672	1672	1671
Sat Jan 30 19:04:36 2021	1612029876	0	1673	1673	1672
Sat Jan 30 19:04:42 2021	1612029882	0	1673	1673	1673
Sat Jan 30 19:04:38 2021	1612029878	0	1674	1674	1674
Sat Jan 30 19:04:34 2021	1612029874	0	1675	1675	1675
Sat Jan 30 19:04:40 2021	1612029880	0	1675	1676	1675
Sat Jan 30 19:04:10 2021	1612029850	0	1675	1676	1675
Sat Jan 30 19:04:30 2021	1612029870	0	1676	1676	1676
Sat Jan 30 19:04:32 2021	1612029872	0	1677	1677	1677
Sat Jan 30 19:04:40 2021	1612029880	0	1678	1678	1677
Sat Jan 30 19:04:37 2021	1612029877	0	1678	1678	1677
Sat Jan 30 19:04:31 2021	1612029871	0	1678	1678	1677
Sat Jan 30 19:04:33 2021	1612029873	0	1678	1679	1678
Sat Jan 30 19:04:29 2021	1612029869	0	1679	1679	1679
Sat Jan 30 19:04:39 2021	1612029879	0	1679	1680	1679
Sat Jan 30 19:04:32 2021	1612029872	0	1679	1680	1679
Sat Jan 30 19:04:10 2021	1612029850	0	1680	1680	1680
Sat Jan 30 19:04:41 2021	1612029881	0	1680	1681	1680
Sat Jan 30 19:04:27 2021	1612029867	0	1680	1681	1680
Sat Jan 30 19:04:32 2021	1612029872	0	1680	1681	1680
Sat Jan 30 19:04:32 2021	1612029872	0	1680	1681	1680
Sat Jan 30 19:04:31 2021	1612029871	0	1682	1682	1681
Sat Jan 30 19:04:30 2021	1612029870	0	1682	1682	1682
Sat Jan 30 19:04:39 2021	1612029879	0	1683	1683	1682
Sat Jan 30 19:04:31 2021	1612029871	0	1684	1684	1684
Sat Jan 30 19:04:35 2021	1612029875	0	1685	1685	1684
Sat Jan 30 19:04:32 2021	1612029872	0	1685	1685	1684
Sat Jan 30 19:04:28 2021	1612029868	0	1685	1686	1685
Sat Jan 30 19:04:29 2021	1612029869	0	1686	1686	1685
Sat Jan 30 19:04:41 2021	1612029881	0	1686	1686	1685
Sat Jan 30 19:04:31 2021	1612029871	0	1686	1686	1685
Sat Jan 30 19:04:39 2021	1612029879	0	1686	1687	1686
Sat Jan 30 19:04:36 2021	1612029876	0	1689	1689	1689
Sat Jan 30 19:04:29 2021	1612029869	0	1689	1690	1689
Sat Jan 30 19:04:32 2021	1612029872	0	1691	1691	1690
Sat Jan 30 19:04:32 2021	1612029872	0	1692	1692	1691
Sat Jan 30 19:04:36 2021	1612029876	0	1692	1692	1692
Sat Jan 30 19:04:36 2021	1612029876	0	1692	1692	1692
Sat Jan 30 19:04:42 2021	1612029882	0	1692	1693	1692
Sat Jan 30 19:04:38 2021	1612029878	0	1693	1693	1692
Sat Jan 30 19:04:32 2021	1612029872	0	1693	1693	1692
Sat Jan 30 19:04:44 2021	1612029884	0	1693	1693	1692
Sat Jan 30 19:04:41 2021	1612029881	0	1693	1693	1693
Sat Jan 30 19:04:40 2021	1612029880	0	1694	1694	1694
Sat Jan 30 19:04:11 2021	1612029851	0	1694	1695	1694
Sat Jan 30 19:04:29 2021	1612029869	0	1695	1695	1694
Sat Jan 30 19:04:34 2021	1612029874	0	1696	1696	1695
Sat Jan 30 19:04:41 2021	1612029881	1	1696	1697	1695
Sat Jan 30 19:04:15 2021	1612029855	0	1697	1697	1697
Sat Jan 30 19:04:31 2021	1612029871	0	1697	1698	1697
Sat Jan 30 19:04:34 2021	1612029874	0	1698	1698	1697
Sat Jan 30 19:04:39 2021	1612029879	0	1699	1699	1698
Sat Jan 30 19:04:41 2021	1612029881	0	1699	1699	1699
Sat Jan 30 19:04:35 2021	1612029875	0	1699	1699	1699
Sat Jan 30 19:04:29 2021	1612029869	0	1700	1700	1699
Sat Jan 30 19:04:29 2021	1612029869	0	1700	1700	1700
Sat Jan 30 19:04:35 2021	1612029875	0	1700	1700	1700
Sat Jan 30 19:04:38 2021	1612029878	0	1700	1700	1699
Sat Jan 30 19:04:43 2021	1612029883	0	1701	1701	1700
Sat Jan 30 19:04:31 2021	1612029871	0	1701	1701	1700
Sat Jan 30 19:04:36 2021	1612029876	0	1701	1701	1700
Sat Jan 30 19:04:28 2021	1612029868	0	1701	1701	1701
Sat Jan 30 19:04:42 2021	1612029882	0	1702	1702	1701
Sat Jan 30 19:04:28 2021	1612029868	0	1703	1703	1703
Sat Jan 30 19:04:29 2021	1612029869	0	1704	1704	1701
Sat Jan 30 19:04:32 2021	1612029872	0	1704	1704	1703
Sat Jan 30 19:04:31 2021	1612029871	0	1704	1704	1704
Sat Jan 30 19:04:34 2021	1612029874	0	1705	1705	1705
Sat Jan 30 19:04:40 2021	1612029880	0	1706	1706	1705
Sat Jan 30 19:04:35 2021	1612029875	0	1706	1706	1706
Sat Jan 30 19:04:37 2021	1612029877	0	1708	1708	1707
Sat Jan 30 19:04:31 2021	1612029871	0	1708	1708	1707
Sat Jan 30 19:04:32 2021	1612029872	0	1708	1708	1708
Sat Jan 30 19:04:33 2021	1612029873	0	1708	1708	1708
Sat Jan 30 19:04:37 2021	1612029877	0	1708	1709	1708
Sat Jan 30 19:04:37 2021	1612029877	0	1709	1709	1708
Sat Jan 30 19:04:34 2021	1612029874	0	1710	1710	1709
Sat Jan 30 19:04:12 2021	1612029852	0	1710	1710	1710
Sat Jan 30 19:04:34 2021	1612029874	0	1710	1711	1710
Sat Jan 30 19:04:31 2021	1612029871	0	1711	1711	1711
Sat Jan 30 19:04:41 2021	1612029881	0	1711	1712	1711
Sat Jan 30 19:04:15 2021	1612029855	0	1711	1712	1711
Sat Jan 30 19:04:34 2021	1612029874	0	1712	1712	1711
Sat Jan 30 19:04:41 2021	1612029881	0	1712	1713	1712
Sat Jan 30 19:04:28 2021	1612029868	0	1713	1713	1712
Sat Jan 30 19:04:37 2021	1612029877	0	1715	1715	1714
Sat Jan 30 19:04:41 2021	1612029881	0	1715	1715	1714
Sat Jan 30 19:04:27 2021	1612029867	0	1715	1715	1715
Sat Jan 30 19:04:33 2021	1612029873	0	1717	1717	1716
Sat Jan 30 19:04:36 2021	1612029876	0	1717	1717	1717
Sat Jan 30 19:04:28 2021	1612029868	0	1718	1718	1717
Sat Jan 30 19:04:16 2021	1612029856	0	1718	1719	1718
Sat Jan 30 19:04:32 2021	1612029872	0	1719	1719	1718
Sat Jan 30 19:04:30 2021	1612029870	0	1719	1719	1719
Sat Jan 30 19:04:11 2021	1612029851	0	1719	1719	1719
Sat Jan 30 19:04:33 2021	1612029873	0	1720	1720	1719
Sat Jan 30 19:04:28 2021	1612029868	0	1720	1721	1720
Sat Jan 30 19:04:31 2021	1612029871	0	1722	1722	1722
Sat Jan 30 19:04:30 2021	1612029870	0	1722	1722	1721
Sat Jan 30 19:04:28 2021	1612029868	0	1722	1723	1722
Sat Jan 30 19:04:36 2021	1612029876	0	1723	1723	1723
Sat Jan 30 19:04:38 2021	1612029878	132	1592	1724	1592
Sat Jan 30 19:04:31 2021	1612029871	0	1724	1724	1723
Sat Jan 30 19:04:27 2021	1612029867	0	1725	1725	1724
Sat Jan 30 19:04:37 2021	1612029877	0	1725	1726	1725
Sat Jan 30 19:04:40 2021	1612029880	0	1726	1726	1726
Sat Jan 30 19:04:37 2021	1612029877	0	1726	1726	1726
Sat Jan 30 19:04:10 2021	1612029850	0	1726	1726	1726
Sat Jan 30 19:04:42 2021	1612029882	0	1727	1727	1726
Sat Jan 30 19:04:10 2021	1612029850	0	1727	1727	1727
Sat Jan 30 19:04:43 2021	1612029883	0	1727	1727	1727
Sat Jan 30 19:04:39 2021	1612029879	0	1727	1727	1727
Sat Jan 30 19:04:31 2021	1612029871	0	1727	1728	1727
Sat Jan 30 19:04:30 2021	1612029870	0	1727	1728	1727
Sat Jan 30 19:04:28 2021	1612029868	0	1728	1728	1727
Sat Jan 30 19:04:32 2021	1612029872	0	1728	1728	1728
Sat Jan 30 19:04:42 2021	1612029882	0	1729	1730	1729
Sat Jan 30 19:04:37 2021	1612029877	0	1730	1730	1729
Sat Jan 30 19:04:15 2021	1612029855	0	1730	1730	1729
Sat Jan 30 19:04:36 2021	1612029876	0	1730	1730	1730
Sat Jan 30 19:04:24 2021	1612029864	0	1731	1731	1730
Sat Jan 30 19:04:42 2021	1612029882	0	1731	1731	1731
Sat Jan 30 19:04:31 2021	1612029871	0	1732	1732	1731
Sat Jan 30 19:04:39 2021	1612029879	0	1734	1734	1733
Sat Jan 30 19:04:30 2021	1612029870	0	1734	1734	1734
Sat Jan 30 19:04:43 2021	1612029883	0	1735	1735	1735
Sat Jan 30 19:04:37 2021	1612029877	0	1735	1735	1734
Sat Jan 30 19:04:42 2021	1612029882	0	1735	1735	1735
Sat Jan 30 19:04:29 2021	1612029869	0	1735	1735	1735
Sat Jan 30 19:04:39 2021	1612029879	0	1736	1736	1735
Sat Jan 30 19:04:41 2021	1612029881	0	1736	1736	1735
Sat Jan 30 19:04:33 2021	1612029873	0	1736	1736	1736
Sat Jan 30 19:04:34 2021	1612029874	0	1738	1738	1737
Sat Jan 30 19:04:37 2021	1612029877	0	1738	1738	1738
Sat Jan 30 19:04:31 2021	1612029871	0	1738	1739	1738
Sat Jan 30 19:04:31 2021	1612029871	0	1739	1739	1738
Sat Jan 30 19:04:37 2021	1612029877	0	1739	1739	1739
Sat Jan 30 19:04:12 2021	1612029852	0	1740	1740	1739
Sat Jan 30 19:04:11 2021	1612029851	0	1740	1740	1739
Sat Jan 30 19:04:39 2021	1612029879	0	1740	1740	1740
Sat Jan 30 19:04:39 2021	1612029879	0	1740	1740	1739
Sat Jan 30 19:04:10 2021	1612029850	3	1737	1741	1737
Sat Jan 30 19:04:35 2021	1612029875	0	1741	1741	1740
Sat Jan 30 19:04:37 2021	1612029877	0	1741	1741	1741
Sat Jan 30 19:04:16 2021	1612029856	0	1741	1742	1741
Sat Jan 30 19:04:12 2021	1612029852	0	1742	1742	1741
Sat Jan 30 19:04:30 2021	1612029870	0	1742	1742	1742
Sat Jan 30 19:04:29 2021	1612029869	0	1742	1742	1741
Sat Jan 30 19:04:10 2021	1612029850	0	1742	1742	1741
Sat Jan 30 19:04:39 2021	1612029879	0	1742	1743	1742
Sat Jan 30 19:04:12 2021	1612029852	0	1743	1743	1742
Sat Jan 30 19:04:33 2021	1612029873	0	1743	1744	1743
Sat Jan 30 19:04:10 2021	1612029850	0	1744	1744	1743
Sat Jan 30 19:04:21 2021	1612029861	0	1744	1744	1743
Sat Jan 30 19:04:31 2021	1612029871	0	1746	1746	1744
Sat Jan 30 19:04:41 2021	1612029881	0	1746	1747	1746
Sat Jan 30 19:04:42 2021	1612029882	0	1747	1747	1747
Sat Jan 30 19:04:43 2021	1612029883	0	1747	1747	1747
Sat Jan 30 19:04:32 2021	1612029872	0	1748	1748	1748
Sat Jan 30 19:04:30 2021	1612029870	0	1748	1748	1748
Sat Jan 30 19:04:15 2021	1612029855	0	1748	1749	1748
Sat Jan 30 19:04:10 2021	1612029850	1	1748	1749	1747
Sat Jan 30 19:04:34 2021	1612029874	0	1749	1749	1749
Sat Jan 30 19:04:42 2021	1612029882	0	1750	1750	1749
Sat Jan 30 19:04:41 2021	1612029881	0	1750	1750	1749
Sat Jan 30 19:04:37 2021	1612029877	0	1750	1750	1749
Sat Jan 30 19:04:16 2021	1612029856	0	1750	1750	1750
Sat Jan 30 19:04:34 2021	1612029874	0	1751	1751	1750
Sat Jan 30 19:04:33 2021	1612029873	0	1751	1751	1750
Sat Jan 30 19:04:10 2021	1612029850	1	1750	1751	1750
Sat Jan 30 19:04:37 2021	1612029877	0	1751	1751	1751
Sat Jan 30 19:04:42 2021	1612029882	0	1752	1752	1751
Sat Jan 30 19:04:42 2021	1612029882	0	1752	1752	1752
Sat Jan 30 19:04:30 2021	1612029870	0	1752	1752	1752
Sat Jan 30 19:04:39 2021	1612029879	0	1755	1755	1754
Sat Jan 30 19:04:43 2021	1612029883	0	1755	1755	1754
Sat Jan 30 19:04:10 2021	1612029850	0	1755	1755	1755
Sat Jan 30 19:04:40 2021	1612029880	0	1756	1756	1755
Sat Jan 30 19:04:30 2021	1612029870	0	1756	1756	1755
Sat Jan 30 19:04:28 2021	1612029868	0	1756	1756	1756
Sat Jan 30 19:04:31 2021	1612029871	0	1757	1757	1757
Sat Jan 30 19:04:31 2021	1612029871	0	1758	1758	1757
Sat Jan 30 19:04:12 2021	1612029852	0	1759	1759	1758
Sat Jan 30 19:04:41 2021	1612029881	0	1760	1760	1759
Sat Jan 30 19:04:29 2021	1612029869	0	1760	1760	1760
Sat Jan 30 19:04:31 2021	1612029871	0	1760	1760	1760
Sat Jan 30 19:04:39 2021	1612029879	0	1760	1760	1760
Sat Jan 30 19:04:32 2021	1612029872	0	1760	1761	1760
Sat Jan 30 19:04:10 2021	1612029850	0	1760	1761	1760
Sat Jan 30 19:04:40 2021	1612029880	0	1761	1761	1760
Sat Jan 30 19:04:40 2021	1612029880	0	1761	1762	1761
Sat Jan 30 19:04:15 2021	1612029855	0	1762	1762	1761
Sat Jan 30 19:04:36 2021	1612029876	0	1762	1762	1761
Sat Jan 30 19:04:38 2021	1612029878	0	1763	1763	1762
Sat Jan 30 19:04:37 2021	1612029877	0	1763	1763	1763
Sat Jan 30 19:04:10 2021	1612029850	2	1762	1764	1762
Sat Jan 30 19:04:33 2021	1612029873	0	1764	1765	1764
Sat Jan 30 19:04:36 2021	1612029876	0	1765	1765	1764
Sat Jan 30 19:04:15 2021	1612029855	0	1765	1765	1764
Sat Jan 30 19:04:42 2021	1612029882	0	1766	1766	1766
Sat Jan 30 19:04:38 2021	1612029878	0	1768	1768	1767
Sat Jan 30 19:04:30 2021	1612029870	0	1769	1770	1769
Sat Jan 30 19:04:43 2021	1612029883	0	1770	1770	1769
Sat Jan 30 19:04:41 2021	1612029881	0	1770	1770	1769
Sat Jan 30 19:04:38 2021	1612029878	0	1771	1771	1770
Sat Jan 30 19:04:30 2021	1612029870	0	1771	1771	1771
Sat Jan 30 19:04:29 2021	1612029869	0	1771	1771	1771
Sat Jan 30 19:04:43 2021	1612029883	0	1772	1772	1771
Sat Jan 30 19:04:29 2021	1612029869	0	1772	1772	1771
Sat Jan 30 19:04:16 2021	1612029856	0	1773	1773	1772
Sat Jan 30 19:04:38 2021	1612029878	0	1773	1773	1772
Sat Jan 30 19:04:29 2021	1612029869	1	1772	1773	1772
Sat Jan 30 19:04:42 2021	1612029882	0	1774	1774	1773
Sat Jan 30 19:04:15 2021	1612029855	0	1774	1774	1774
Sat Jan 30 19:04:40 2021	1612029880	0	1775	1775	1775
Sat Jan 30 19:04:29 2021	1612029869	0	1775	1776	1775
Sat Jan 30 19:04:36 2021	1612029876	0	1775	1776	1775
Sat Jan 30 19:04:33 2021	1612029873	0	1775	1776	1775
Sat Jan 30 19:04:31 2021	1612029871	0	1775	1776	1775
Sat Jan 30 19:04:32 2021	1612029872	0	1777	1777	1777
Sat Jan 30 19:04:34 2021	1612029874	0	1778	1778	1777
Sat Jan 30 19:04:35 2021	1612029875	0	1778	1779	1778
Sat Jan 30 19:04:37 2021	1612029877	0	1779	1779	1778
Sat Jan 30 19:04:27 2021	1612029867	0	1779	1779	1778
Sat Jan 30 19:04:42 2021	1612029882	0	1779	1779	1777
Sat Jan 30 19:04:42 2021	1612029882	0	1779	1779	1779
Sat Jan 30 19:04:28 2021	1612029868	0	1780	1781	1780
Sat Jan 30 19:04:36 2021	1612029876	0	1781	1781	1781
Sat Jan 30 19:04:41 2021	1612029881	1	1780	1781	1780
Sat Jan 30 19:04:17 2021	1612029857	0	1781	1781	1781
Sat Jan 30 19:04:38 2021	1612029878	0	1782	1782	1781
Sat Jan 30 19:04:43 2021	1612029883	0	1782	1782	1782
Sat Jan 30 19:04:43 2021	1612029883	0	1782	1782	1781
Sat Jan 30 19:04:40 2021	1612029880	0	1783	1783	1783
Sat Jan 30 19:04:15 2021	1612029855	0	1783	1783	1783
Sat Jan 30 19:04:33 2021	1612029873	0	1784	1784	1783
Sat Jan 30 19:04:32 2021	1612029872	0	1784	1784	1784
Sat Jan 30 19:04:32 2021	1612029872	0	1784	1784	1784
Sat Jan 30 19:04:33 2021	1612029873	0	1785	1785	1784
Sat Jan 30 19:04:32 2021	1612029872	0	1785	1786	1785
Sat Jan 30 19:04:31 2021	1612029871	0	1786	1786	1785
Sat Jan 30 19:04:33 2021	1612029873	0	1786	1787	1785
Sat Jan 30 19:04:43 2021	1612029883	0	1788	1788	1787
Sat Jan 30 19:04:37 2021	1612029877	0	1788	1788	1787
Sat Jan 30 19:04:29 2021	1612029869	0	1788	1788	1788
Sat Jan 30 19:04:30 2021	1612029870	0	1788	1788	1788
Sat Jan 30 19:04:42 2021	1612029882	0	1788	1788	1788
Sat Jan 30 19:04:43 2021	1612029883	0	1789	1789	1789
Sat Jan 30 19:04:41 2021	1612029881	0	1790	1790	1789
Sat Jan 30 19:04:33 2021	1612029873	0	1791	1791	1790
Sat Jan 30 19:04:11 2021	1612029851	0	1792	1792	1792
Sat Jan 30 19:04:28 2021	1612029868	0	1792	1792	1792
Sat Jan 30 19:04:17 2021	1612029857	0	1793	1793	1792
Sat Jan 30 19:04:42 2021	1612029882	0	1793	1793	1792
Sat Jan 30 19:04:40 2021	1612029880	0	1795	1796	1795
Sat Jan 30 19:04:33 2021	1612029873	0	1796	1796	1796
Sat Jan 30 19:04:33 2021	1612029873	0	1797	1797	1797
Sat Jan 30 19:04:42 2021	1612029882	0	1798	1799	1798
Sat Jan 30 19:04:42 2021	1612029882	0	1799	1799	1798
Sat Jan 30 19:04:10 2021	1612029850	0	1799	1799	1799
Sat Jan 30 19:04:34 2021	1612029874	0	1799	1799	1799
Sat Jan 30 19:04:41 2021	1612029881	0	1800	1800	1799
Sat Jan 30 19:04:35 2021	1612029875	0	1801	1801	1800
Sat Jan 30 19:04:29 2021	1612029869	0	1801	1801	1801
Sat Jan 30 19:04:32 2021	1612029872	0	1801	1801	1801
Sat Jan 30 19:04:15 2021	1612029855	0	1801	1802	1801
Sat Jan 30 19:04:17 2021	1612029857	0	1802	1802	1801
