starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 30 19:04:11 2021	1612029851	0	1242	1242	1241
Sat Jan 30 19:04:10 2021	1612029850	2	1240	1242	1240
Sat Jan 30 19:04:35 2021	1612029875	0	1243	1243	1242
Sat Jan 30 19:04:10 2021	1612029850	3	1242	1246	1242
Sat Jan 30 19:04:28 2021	1612029868	0	1248	1248	1248
Sat Jan 30 19:04:10 2021	1612029850	1	1248	1250	1248
Sat Jan 30 19:04:41 2021	1612029881	0	1250	1250	1249
Sat Jan 30 19:04:35 2021	1612029875	0	1250	1250	1250
Sat Jan 30 19:04:10 2021	1612029850	2	1253	1254	1252
Sat Jan 30 19:04:11 2021	1612029851	0	1260	1260	1259
Sat Jan 30 19:04:11 2021	1612029851	0	1261	1261	1261
Sat Jan 30 19:04:10 2021	1612029850	3	1258	1261	1258
Sat Jan 30 19:04:36 2021	1612029876	0	1270	1270	1270
Sat Jan 30 19:04:10 2021	1612029850	1	1273	1275	1273
Sat Jan 30 19:04:15 2021	1612029855	0	1277	1277	1276
Sat Jan 30 19:04:11 2021	1612029851	0	1277	1277	1276
Sat Jan 30 19:04:10 2021	1612029850	2	1277	1279	1277
Sat Jan 30 19:04:11 2021	1612029851	0	1283	1283	1283
Sat Jan 30 19:04:11 2021	1612029851	0	1287	1287	1286
Sat Jan 30 19:04:10 2021	1612029850	3	1289	1292	1289
Sat Jan 30 19:04:37 2021	1612029877	0	1304	1304	1303
Sat Jan 30 19:04:10 2021	1612029850	3	1303	1307	1303
Sat Jan 30 19:04:10 2021	1612029850	3	1304	1307	1303
Sat Jan 30 19:04:10 2021	1612029850	2	1306	1308	1305
Sat Jan 30 19:04:35 2021	1612029875	0	1315	1315	1314
Sat Jan 30 19:04:36 2021	1612029876	0	1320	1321	1320
Sat Jan 30 19:04:10 2021	1612029850	2	1321	1324	1321
Sat Jan 30 19:04:40 2021	1612029880	0	1327	1327	1327
Sat Jan 30 19:04:10 2021	1612029850	2	1328	1330	1327
Sat Jan 30 19:04:16 2021	1612029856	0	1332	1332	1331
Sat Jan 30 19:04:10 2021	1612029850	2	1331	1333	1331
Sat Jan 30 19:04:35 2021	1612029875	0	1334	1334	1334
Sat Jan 30 19:04:35 2021	1612029875	0	1335	1335	1334
Sat Jan 30 19:04:40 2021	1612029880	0	1335	1335	1335
Sat Jan 30 19:04:10 2021	1612029850	1	1336	1337	1335
Sat Jan 30 19:04:15 2021	1612029855	0	1338	1338	1337
Sat Jan 30 19:04:11 2021	1612029851	0	1339	1340	1339
Sat Jan 30 19:04:11 2021	1612029851	0	1342	1342	1340
Sat Jan 30 19:04:35 2021	1612029875	0	1342	1342	1342
Sat Jan 30 19:04:11 2021	1612029851	0	1345	1345	1345
Sat Jan 30 19:04:32 2021	1612029872	0	1349	1349	1349
Sat Jan 30 19:04:16 2021	1612029856	0	1350	1350	1349
Sat Jan 30 19:04:10 2021	1612029850	1	1350	1351	1349
Sat Jan 30 19:04:35 2021	1612029875	0	1352	1352	1351
Sat Jan 30 19:04:10 2021	1612029850	1	1352	1354	1352
Sat Jan 30 19:04:11 2021	1612029851	0	1354	1354	1353
Sat Jan 30 19:04:15 2021	1612029855	0	1357	1357	1356
Sat Jan 30 19:04:41 2021	1612029881	0	1358	1358	1358
Sat Jan 30 19:04:11 2021	1612029851	0	1362	1363	1362
Sat Jan 30 19:04:11 2021	1612029851	0	1365	1365	1365
Sat Jan 30 19:04:10 2021	1612029850	2	1363	1365	1363
Sat Jan 30 19:04:16 2021	1612029856	0	1366	1366	1365
Sat Jan 30 19:04:11 2021	1612029851	0	1366	1366	1366
Sat Jan 30 19:04:35 2021	1612029875	0	1367	1367	1366
Sat Jan 30 19:04:10 2021	1612029850	3	1365	1367	1365
Sat Jan 30 19:04:38 2021	1612029878	0	1369	1370	1369
Sat Jan 30 19:04:39 2021	1612029879	0	1372	1372	1372
Sat Jan 30 19:04:36 2021	1612029876	0	1372	1373	1372
Sat Jan 30 19:04:35 2021	1612029875	0	1374	1374	1373
Sat Jan 30 19:04:35 2021	1612029875	0	1374	1374	1373
Sat Jan 30 19:04:10 2021	1612029850	3	1373	1375	1372
Sat Jan 30 19:04:38 2021	1612029878	0	1375	1375	1375
Sat Jan 30 19:04:30 2021	1612029870	0	1376	1376	1375
Sat Jan 30 19:04:35 2021	1612029875	0	1378	1378	1378
Sat Jan 30 19:04:32 2021	1612029872	0	1380	1380	1379
Sat Jan 30 19:04:10 2021	1612029850	1	1379	1381	1379
Sat Jan 30 19:04:36 2021	1612029876	0	1383	1383	1382
Sat Jan 30 19:04:29 2021	1612029869	0	1388	1388	1387
Sat Jan 30 19:04:10 2021	1612029850	2	1387	1389	1387
Sat Jan 30 19:04:15 2021	1612029855	0	1389	1389	1389
Sat Jan 30 19:04:41 2021	1612029881	0	1393	1394	1393
Sat Jan 30 19:04:10 2021	1612029850	2	1392	1394	1391
Sat Jan 30 19:04:41 2021	1612029881	0	1394	1394	1394
Sat Jan 30 19:04:15 2021	1612029855	0	1394	1395	1394
Sat Jan 30 19:04:38 2021	1612029878	0	1395	1395	1394
Sat Jan 30 19:04:38 2021	1612029878	0	1396	1396	1395
Sat Jan 30 19:04:32 2021	1612029872	0	1396	1397	1396
Sat Jan 30 19:04:33 2021	1612029873	0	1398	1399	1398
Sat Jan 30 19:04:41 2021	1612029881	0	1399	1399	1398
Sat Jan 30 19:04:10 2021	1612029850	2	1398	1399	1397
Sat Jan 30 19:04:10 2021	1612029850	2	1397	1399	1397
Sat Jan 30 19:04:39 2021	1612029879	0	1399	1400	1399
Sat Jan 30 19:04:36 2021	1612029876	0	1401	1401	1401
Sat Jan 30 19:04:40 2021	1612029880	0	1403	1403	1402
Sat Jan 30 19:04:15 2021	1612029855	0	1406	1407	1406
Sat Jan 30 19:04:39 2021	1612029879	0	1407	1407	1406
Sat Jan 30 19:04:15 2021	1612029855	0	1407	1407	1407
Sat Jan 30 19:04:11 2021	1612029851	0	1409	1409	1409
Sat Jan 30 19:04:15 2021	1612029855	0	1410	1410	1409
Sat Jan 30 19:04:38 2021	1612029878	0	1410	1410	1410
Sat Jan 30 19:04:39 2021	1612029879	0	1412	1412	1411
Sat Jan 30 19:04:12 2021	1612029852	0	1412	1412	1412
Sat Jan 30 19:04:38 2021	1612029878	0	1413	1413	1412
Sat Jan 30 19:04:39 2021	1612029879	0	1414	1415	1414
Sat Jan 30 19:04:11 2021	1612029851	0	1415	1415	1415
Sat Jan 30 19:04:11 2021	1612029851	0	1415	1415	1415
Sat Jan 30 19:04:39 2021	1612029879	0	1416	1416	1415
Sat Jan 30 19:04:38 2021	1612029878	0	1416	1416	1416
Sat Jan 30 19:04:10 2021	1612029850	3	1414	1417	1414
Sat Jan 30 19:04:42 2021	1612029882	0	1420	1420	1419
Sat Jan 30 19:04:41 2021	1612029881	0	1420	1421	1420
Sat Jan 30 19:04:39 2021	1612029879	0	1424	1424	1424
Sat Jan 30 19:04:10 2021	1612029850	3	1423	1426	1423
Sat Jan 30 19:04:35 2021	1612029875	0	1429	1429	1429
Sat Jan 30 19:04:15 2021	1612029855	0	1430	1430	1429
Sat Jan 30 19:04:10 2021	1612029850	3	1428	1430	1428
Sat Jan 30 19:04:39 2021	1612029879	0	1431	1431	1431
Sat Jan 30 19:04:11 2021	1612029851	0	1431	1431	1431
Sat Jan 30 19:04:11 2021	1612029851	0	1434	1434	1434
Sat Jan 30 19:04:11 2021	1612029851	0	1435	1435	1435
Sat Jan 30 19:04:15 2021	1612029855	0	1438	1438	1438
Sat Jan 30 19:04:37 2021	1612029877	0	1440	1441	1440
Sat Jan 30 19:04:10 2021	1612029850	2	1440	1442	1439
Sat Jan 30 19:04:38 2021	1612029878	0	1444	1444	1443
Sat Jan 30 19:04:11 2021	1612029851	0	1446	1447	1446
Sat Jan 30 19:04:35 2021	1612029875	0	1447	1447	1446
Sat Jan 30 19:04:36 2021	1612029876	0	1448	1448	1447
Sat Jan 30 19:04:35 2021	1612029875	0	1448	1448	1447
Sat Jan 30 19:04:40 2021	1612029880	0	1449	1449	1448
Sat Jan 30 19:04:41 2021	1612029881	0	1450	1450	1449
Sat Jan 30 19:04:12 2021	1612029852	0	1450	1450	1450
Sat Jan 30 19:04:11 2021	1612029851	0	1451	1451	1449
Sat Jan 30 19:04:12 2021	1612029852	0	1452	1452	1451
Sat Jan 30 19:04:16 2021	1612029856	0	1452	1452	1452
Sat Jan 30 19:04:32 2021	1612029872	0	1453	1453	1452
Sat Jan 30 19:04:31 2021	1612029871	0	1454	1454	1454
Sat Jan 30 19:04:38 2021	1612029878	0	1455	1456	1455
Sat Jan 30 19:04:30 2021	1612029870	0	1456	1456	1456
Sat Jan 30 19:04:10 2021	1612029850	3	1455	1458	1454
Sat Jan 30 19:04:11 2021	1612029851	0	1458	1459	1458
Sat Jan 30 19:04:37 2021	1612029877	0	1459	1459	1459
Sat Jan 30 19:04:11 2021	1612029851	0	1460	1460	1460
Sat Jan 30 19:04:32 2021	1612029872	0	1461	1461	1460
Sat Jan 30 19:04:11 2021	1612029851	0	1461	1461	1460
Sat Jan 30 19:04:41 2021	1612029881	0	1462	1462	1462
Sat Jan 30 19:04:10 2021	1612029850	4	1460	1464	1460
Sat Jan 30 19:04:16 2021	1612029856	0	1464	1464	1463
Sat Jan 30 19:04:36 2021	1612029876	0	1464	1464	1463
Sat Jan 30 19:04:35 2021	1612029875	0	1466	1466	1465
Sat Jan 30 19:04:42 2021	1612029882	0	1466	1466	1466
Sat Jan 30 19:04:39 2021	1612029879	0	1466	1467	1466
Sat Jan 30 19:04:11 2021	1612029851	0	1467	1467	1466
Sat Jan 30 19:04:36 2021	1612029876	0	1467	1467	1466
Sat Jan 30 19:04:36 2021	1612029876	0	1467	1468	1467
Sat Jan 30 19:04:10 2021	1612029850	2	1467	1468	1466
Sat Jan 30 19:04:11 2021	1612029851	0	1468	1468	1468
Sat Jan 30 19:04:16 2021	1612029856	0	1469	1469	1468
Sat Jan 30 19:04:36 2021	1612029876	0	1470	1470	1469
Sat Jan 30 19:04:12 2021	1612029852	0	1470	1471	1470
Sat Jan 30 19:04:15 2021	1612029855	0	1471	1471	1471
Sat Jan 30 19:04:37 2021	1612029877	0	1471	1471	1471
Sat Jan 30 19:04:11 2021	1612029851	0	1472	1472	1472
Sat Jan 30 19:04:41 2021	1612029881	0	1473	1473	1472
Sat Jan 30 19:04:34 2021	1612029874	0	1474	1474	1473
Sat Jan 30 19:04:32 2021	1612029872	0	1474	1474	1473
Sat Jan 30 19:04:16 2021	1612029856	0	1474	1474	1473
Sat Jan 30 19:04:16 2021	1612029856	0	1475	1475	1474
Sat Jan 30 19:04:39 2021	1612029879	0	1475	1475	1474
Sat Jan 30 19:04:11 2021	1612029851	0	1475	1475	1474
Sat Jan 30 19:04:35 2021	1612029875	0	1475	1475	1474
Sat Jan 30 19:04:35 2021	1612029875	0	1476	1477	1475
Sat Jan 30 19:04:16 2021	1612029856	0	1477	1477	1477
Sat Jan 30 19:04:36 2021	1612029876	0	1478	1478	1477
Sat Jan 30 19:04:16 2021	1612029856	0	1479	1479	1478
Sat Jan 30 19:04:39 2021	1612029879	0	1479	1479	1479
Sat Jan 30 19:04:29 2021	1612029869	0	1480	1480	1479
Sat Jan 30 19:04:16 2021	1612029856	0	1480	1481	1480
Sat Jan 30 19:04:41 2021	1612029881	0	1481	1481	1480
Sat Jan 30 19:04:40 2021	1612029880	0	1482	1482	1482
Sat Jan 30 19:04:39 2021	1612029879	0	1482	1482	1482
Sat Jan 30 19:04:29 2021	1612029869	0	1482	1482	1482
Sat Jan 30 19:04:38 2021	1612029878	0	1483	1483	1482
Sat Jan 30 19:04:15 2021	1612029855	0	1483	1483	1482
Sat Jan 30 19:04:32 2021	1612029872	0	1484	1484	1483
Sat Jan 30 19:04:36 2021	1612029876	0	1486	1486	1486
Sat Jan 30 19:04:10 2021	1612029850	3	1484	1487	1483
Sat Jan 30 19:04:35 2021	1612029875	0	1488	1488	1487
Sat Jan 30 19:04:38 2021	1612029878	0	1489	1490	1489
Sat Jan 30 19:04:36 2021	1612029876	0	1489	1490	1489
Sat Jan 30 19:04:41 2021	1612029881	0	1490	1490	1489
Sat Jan 30 19:04:37 2021	1612029877	0	1491	1491	1489
Sat Jan 30 19:04:39 2021	1612029879	0	1491	1491	1490
Sat Jan 30 19:04:16 2021	1612029856	0	1493	1493	1493
Sat Jan 30 19:04:31 2021	1612029871	0	1494	1494	1493
Sat Jan 30 19:04:35 2021	1612029875	0	1495	1495	1495
Sat Jan 30 19:04:16 2021	1612029856	0	1496	1496	1495
Sat Jan 30 19:04:11 2021	1612029851	0	1496	1496	1495
Sat Jan 30 19:04:39 2021	1612029879	0	1497	1497	1496
Sat Jan 30 19:04:32 2021	1612029872	0	1498	1498	1498
Sat Jan 30 19:04:37 2021	1612029877	0	1500	1500	1500
Sat Jan 30 19:04:31 2021	1612029871	0	1503	1503	1502
Sat Jan 30 19:04:16 2021	1612029856	0	1506	1506	1506
Sat Jan 30 19:04:15 2021	1612029855	0	1506	1506	1506
Sat Jan 30 19:04:15 2021	1612029855	0	1506	1506	1506
Sat Jan 30 19:04:35 2021	1612029875	0	1506	1506	1506
Sat Jan 30 19:04:39 2021	1612029879	0	1506	1506	1506
Sat Jan 30 19:04:15 2021	1612029855	1	1506	1507	1505
Sat Jan 30 19:04:37 2021	1612029877	0	1507	1507	1507
Sat Jan 30 19:04:41 2021	1612029881	0	1508	1508	1507
Sat Jan 30 19:04:33 2021	1612029873	0	1509	1509	1508
Sat Jan 30 19:04:30 2021	1612029870	0	1511	1512	1511
Sat Jan 30 19:04:15 2021	1612029855	0	1512	1513	1512
Sat Jan 30 19:04:39 2021	1612029879	0	1513	1513	1513
Sat Jan 30 19:04:38 2021	1612029878	0	1513	1513	1513
Sat Jan 30 19:04:40 2021	1612029880	0	1513	1514	1513
Sat Jan 30 19:04:39 2021	1612029879	0	1514	1514	1513
Sat Jan 30 19:04:39 2021	1612029879	0	1514	1514	1514
Sat Jan 30 19:04:10 2021	1612029850	2	1512	1514	1512
Sat Jan 30 19:04:32 2021	1612029872	0	1514	1514	1514
Sat Jan 30 19:04:29 2021	1612029869	0	1515	1515	1514
Sat Jan 30 19:04:30 2021	1612029870	0	1516	1516	1515
Sat Jan 30 19:04:31 2021	1612029871	0	1517	1517	1517
Sat Jan 30 19:04:38 2021	1612029878	0	1518	1518	1518
Sat Jan 30 19:04:38 2021	1612029878	0	1518	1518	1518
Sat Jan 30 19:04:39 2021	1612029879	0	1518	1519	1518
Sat Jan 30 19:04:10 2021	1612029850	2	1517	1519	1517
Sat Jan 30 19:04:35 2021	1612029875	0	1520	1520	1519
Sat Jan 30 19:04:36 2021	1612029876	0	1520	1521	1520
Sat Jan 30 19:04:31 2021	1612029871	0	1521	1521	1520
Sat Jan 30 19:04:40 2021	1612029880	0	1521	1521	1521
Sat Jan 30 19:04:38 2021	1612029878	0	1523	1523	1523
Sat Jan 30 19:04:30 2021	1612029870	0	1525	1525	1524
Sat Jan 30 19:04:30 2021	1612029870	0	1526	1526	1525
Sat Jan 30 19:04:37 2021	1612029877	0	1526	1526	1526
Sat Jan 30 19:04:36 2021	1612029876	0	1526	1527	1526
Sat Jan 30 19:04:10 2021	1612029850	0	1527	1527	1526
Sat Jan 30 19:04:38 2021	1612029878	0	1527	1527	1526
Sat Jan 30 19:04:36 2021	1612029876	0	1529	1529	1529
Sat Jan 30 19:04:42 2021	1612029882	0	1529	1529	1529
Sat Jan 30 19:04:38 2021	1612029878	0	1529	1529	1529
Sat Jan 30 19:04:16 2021	1612029856	0	1529	1529	1529
Sat Jan 30 19:04:36 2021	1612029876	0	1529	1530	1529
Sat Jan 30 19:04:31 2021	1612029871	0	1530	1530	1529
Sat Jan 30 19:04:12 2021	1612029852	0	1531	1531	1531
Sat Jan 30 19:04:36 2021	1612029876	0	1532	1532	1531
Sat Jan 30 19:04:16 2021	1612029856	0	1532	1532	1532
Sat Jan 30 19:04:30 2021	1612029870	1	1532	1533	1532
Sat Jan 30 19:04:30 2021	1612029870	0	1533	1533	1533
Sat Jan 30 19:04:40 2021	1612029880	0	1533	1534	1533
Sat Jan 30 19:04:37 2021	1612029877	0	1534	1534	1533
Sat Jan 30 19:04:15 2021	1612029855	0	1534	1534	1534
Sat Jan 30 19:04:40 2021	1612029880	0	1535	1535	1535
Sat Jan 30 19:04:36 2021	1612029876	0	1535	1535	1535
Sat Jan 30 19:04:41 2021	1612029881	0	1537	1537	1537
Sat Jan 30 19:04:37 2021	1612029877	0	1539	1539	1539
Sat Jan 30 19:04:16 2021	1612029856	0	1540	1540	1540
Sat Jan 30 19:04:35 2021	1612029875	0	1540	1540	1540
Sat Jan 30 19:04:38 2021	1612029878	0	1540	1541	1540
Sat Jan 30 19:04:32 2021	1612029872	0	1541	1541	1540
Sat Jan 30 19:04:31 2021	1612029871	0	1543	1543	1542
Sat Jan 30 19:04:37 2021	1612029877	0	1543	1543	1543
Sat Jan 30 19:04:31 2021	1612029871	0	1544	1544	1543
Sat Jan 30 19:04:42 2021	1612029882	0	1545	1545	1544
Sat Jan 30 19:04:31 2021	1612029871	0	1546	1546	1546
Sat Jan 30 19:04:30 2021	1612029870	0	1547	1547	1547
Sat Jan 30 19:04:31 2021	1612029871	0	1547	1547	1547
Sat Jan 30 19:04:39 2021	1612029879	0	1547	1547	1547
Sat Jan 30 19:04:32 2021	1612029872	0	1548	1548	1548
Sat Jan 30 19:04:29 2021	1612029869	0	1548	1548	1548
Sat Jan 30 19:04:36 2021	1612029876	0	1548	1548	1548
Sat Jan 30 19:04:35 2021	1612029875	0	1549	1549	1548
Sat Jan 30 19:04:30 2021	1612029870	0	1549	1549	1549
Sat Jan 30 19:04:31 2021	1612029871	0	1549	1550	1549
Sat Jan 30 19:04:39 2021	1612029879	0	1549	1550	1549
Sat Jan 30 19:04:36 2021	1612029876	0	1550	1550	1549
Sat Jan 30 19:04:34 2021	1612029874	0	1550	1550	1550
Sat Jan 30 19:04:15 2021	1612029855	0	1550	1550	1550
Sat Jan 30 19:04:36 2021	1612029876	0	1551	1551	1550
Sat Jan 30 19:04:37 2021	1612029877	0	1551	1551	1551
Sat Jan 30 19:04:11 2021	1612029851	0	1553	1554	1553
Sat Jan 30 19:04:37 2021	1612029877	0	1553	1554	1553
Sat Jan 30 19:04:30 2021	1612029870	0	1554	1554	1553
Sat Jan 30 19:04:42 2021	1612029882	0	1554	1554	1554
Sat Jan 30 19:04:30 2021	1612029870	0	1557	1557	1557
Sat Jan 30 19:04:29 2021	1612029869	0	1557	1558	1557
Sat Jan 30 19:04:30 2021	1612029870	0	1558	1558	1557
Sat Jan 30 19:04:12 2021	1612029852	0	1560	1560	1559
Sat Jan 30 19:04:38 2021	1612029878	0	1560	1560	1559
Sat Jan 30 19:04:16 2021	1612029856	0	1560	1560	1559
Sat Jan 30 19:04:34 2021	1612029874	0	1560	1560	1560
Sat Jan 30 19:04:45 2021	1612029885	0	1560	1560	1560
Sat Jan 30 19:04:38 2021	1612029878	0	1561	1561	1561
Sat Jan 30 19:04:32 2021	1612029872	0	1561	1562	1561
Sat Jan 30 19:04:37 2021	1612029877	0	1563	1564	1563
Sat Jan 30 19:04:36 2021	1612029876	0	1564	1564	1564
Sat Jan 30 19:04:37 2021	1612029877	0	1566	1566	1565
Sat Jan 30 19:04:29 2021	1612029869	0	1566	1566	1566
Sat Jan 30 19:04:35 2021	1612029875	0	1567	1567	1567
Sat Jan 30 19:04:15 2021	1612029855	0	1567	1568	1567
Sat Jan 30 19:04:11 2021	1612029851	0	1569	1569	1568
Sat Jan 30 19:04:11 2021	1612029851	0	1569	1569	1569
Sat Jan 30 19:04:35 2021	1612029875	0	1570	1570	1569
Sat Jan 30 19:04:38 2021	1612029878	0	1570	1570	1570
Sat Jan 30 19:04:10 2021	1612029850	2	1570	1572	1569
Sat Jan 30 19:04:10 2021	1612029850	3	1569	1572	1569
Sat Jan 30 19:04:35 2021	1612029875	0	1572	1572	1572
Sat Jan 30 19:04:36 2021	1612029876	0	1572	1572	1572
Sat Jan 30 19:04:32 2021	1612029872	0	1572	1573	1572
Sat Jan 30 19:04:36 2021	1612029876	0	1572	1573	1572
Sat Jan 30 19:04:15 2021	1612029855	0	1573	1573	1572
Sat Jan 30 19:04:11 2021	1612029851	0	1573	1573	1573
Sat Jan 30 19:04:35 2021	1612029875	0	1574	1574	1573
Sat Jan 30 19:04:30 2021	1612029870	0	1575	1575	1574
Sat Jan 30 19:04:36 2021	1612029876	0	1576	1576	1575
Sat Jan 30 19:04:16 2021	1612029856	0	1576	1576	1575
Sat Jan 30 19:04:40 2021	1612029880	0	1577	1577	1576
Sat Jan 30 19:04:15 2021	1612029855	0	1578	1578	1577
Sat Jan 30 19:04:32 2021	1612029872	0	1578	1578	1577
Sat Jan 30 19:04:36 2021	1612029876	0	1578	1578	1577
Sat Jan 30 19:04:37 2021	1612029877	0	1578	1578	1577
Sat Jan 30 19:04:40 2021	1612029880	0	1578	1578	1578
Sat Jan 30 19:04:36 2021	1612029876	0	1580	1580	1579
Sat Jan 30 19:04:44 2021	1612029884	0	1580	1580	1580
Sat Jan 30 19:04:12 2021	1612029852	0	1581	1581	1580
Sat Jan 30 19:04:30 2021	1612029870	0	1581	1581	1580
Sat Jan 30 19:04:34 2021	1612029874	0	1581	1581	1581
Sat Jan 30 19:04:41 2021	1612029881	0	1581	1581	1581
Sat Jan 30 19:04:29 2021	1612029869	0	1582	1582	1581
Sat Jan 30 19:04:16 2021	1612029856	0	1582	1583	1582
Sat Jan 30 19:04:38 2021	1612029878	0	1583	1583	1582
Sat Jan 30 19:04:37 2021	1612029877	0	1584	1584	1583
Sat Jan 30 19:04:28 2021	1612029868	0	1584	1584	1584
Sat Jan 30 19:04:36 2021	1612029876	0	1585	1585	1584
Sat Jan 30 19:04:10 2021	1612029850	1	1584	1585	1584
Sat Jan 30 19:04:15 2021	1612029855	0	1586	1586	1585
Sat Jan 30 19:04:35 2021	1612029875	0	1586	1586	1585
Sat Jan 30 19:04:15 2021	1612029855	0	1586	1586	1586
Sat Jan 30 19:04:35 2021	1612029875	0	1586	1586	1586
Sat Jan 30 19:04:41 2021	1612029881	0	1587	1587	1587
Sat Jan 30 19:04:41 2021	1612029881	1	1586	1587	1586
Sat Jan 30 19:04:38 2021	1612029878	0	1588	1588	1587
Sat Jan 30 19:04:35 2021	1612029875	0	1589	1589	1588
Sat Jan 30 19:04:35 2021	1612029875	0	1589	1590	1589
Sat Jan 30 19:04:37 2021	1612029877	0	1590	1591	1590
Sat Jan 30 19:04:39 2021	1612029879	0	1591	1591	1590
Sat Jan 30 19:04:38 2021	1612029878	0	1591	1591	1590
Sat Jan 30 19:04:34 2021	1612029874	0	1591	1591	1591
Sat Jan 30 19:04:35 2021	1612029875	0	1592	1592	1592
Sat Jan 30 19:04:41 2021	1612029881	0	1593	1593	1592
Sat Jan 30 19:04:34 2021	1612029874	0	1593	1593	1592
Sat Jan 30 19:04:16 2021	1612029856	0	1593	1593	1593
Sat Jan 30 19:04:31 2021	1612029871	0	1593	1593	1593
Sat Jan 30 19:04:41 2021	1612029881	0	1593	1593	1593
Sat Jan 30 19:04:35 2021	1612029875	0	1593	1593	1593
Sat Jan 30 19:04:40 2021	1612029880	0	1593	1593	1593
Sat Jan 30 19:04:34 2021	1612029874	0	1593	1594	1593
Sat Jan 30 19:04:42 2021	1612029882	0	1594	1594	1593
Sat Jan 30 19:04:36 2021	1612029876	0	1594	1594	1594
Sat Jan 30 19:04:11 2021	1612029851	0	1595	1595	1594
Sat Jan 30 19:04:42 2021	1612029882	0	1595	1595	1594
Sat Jan 30 19:04:32 2021	1612029872	0	1595	1595	1595
Sat Jan 30 19:04:16 2021	1612029856	0	1595	1595	1595
Sat Jan 30 19:04:35 2021	1612029875	0	1596	1596	1596
