starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 30 19:07:35 2021	1612030055	0	3236	3236	3235
Sat Jan 30 19:07:20 2021	1612030040	0	3236	3236	3235
Sat Jan 30 19:07:03 2021	1612030023	0	3237	3237	3236
Sat Jan 30 19:07:19 2021	1612030039	0	3238	3238	3237
Sat Jan 30 19:07:19 2021	1612030039	0	3238	3238	3237
Sat Jan 30 19:07:33 2021	1612030053	0	3238	3238	3238
Sat Jan 30 19:07:18 2021	1612030038	0	3241	3241	3240
Sat Jan 30 19:07:01 2021	1612030021	0	3246	3246	3245
Sat Jan 30 19:07:18 2021	1612030038	0	3246	3246	3245
Sat Jan 30 19:07:11 2021	1612030031	0	3246	3246	3245
Sat Jan 30 19:07:04 2021	1612030024	0	3246	3247	3246
Sat Jan 30 19:07:04 2021	1612030024	0	3248	3248	3247
Sat Jan 30 19:07:18 2021	1612030038	0	3248	3248	3247
Sat Jan 30 19:07:35 2021	1612030055	0	3251	3251	3251
Sat Jan 30 19:07:51 2021	1612030071	0	3252	3252	3251
Sat Jan 30 19:07:08 2021	1612030028	0	3256	3256	3255
Sat Jan 30 19:07:18 2021	1612030038	0	3257	3257	3257
Sat Jan 30 19:07:32 2021	1612030052	0	3258	3258	3256
Sat Jan 30 19:07:50 2021	1612030070	0	3258	3258	3258
Sat Jan 30 19:07:04 2021	1612030024	0	3258	3259	3258
Sat Jan 30 19:07:09 2021	1612030029	0	3259	3260	3259
Sat Jan 30 19:07:34 2021	1612030054	0	3261	3261	3260
Sat Jan 30 19:07:50 2021	1612030070	0	3265	3265	3264
Sat Jan 30 19:07:50 2021	1612030070	0	3265	3265	3265
Sat Jan 30 19:07:20 2021	1612030040	0	3269	3269	3268
Sat Jan 30 19:07:17 2021	1612030037	0	3269	3269	3268
Sat Jan 30 19:07:11 2021	1612030031	0	3271	3271	3270
Sat Jan 30 19:07:21 2021	1612030041	0	3271	3271	3271
Sat Jan 30 19:07:05 2021	1612030025	0	3272	3272	3272
Sat Jan 30 19:07:50 2021	1612030070	0	3273	3273	3272
Sat Jan 30 19:07:19 2021	1612030039	0	3273	3273	3272
Sat Jan 30 19:08:05 2021	1612030085	0	3274	3274	3273
Sat Jan 30 19:07:03 2021	1612030023	0	3274	3274	3273
Sat Jan 30 19:07:32 2021	1612030052	0	3275	3276	3273
Sat Jan 30 19:07:11 2021	1612030031	0	3279	3279	3278
Sat Jan 30 19:07:11 2021	1612030031	0	3280	3280	3279
Sat Jan 30 19:07:51 2021	1612030071	0	3280	3280	3279
Sat Jan 30 19:07:01 2021	1612030021	0	3280	3280	3280
Sat Jan 30 19:07:05 2021	1612030025	0	3281	3281	3280
Sat Jan 30 19:07:08 2021	1612030028	0	3281	3281	3280
Sat Jan 30 19:07:11 2021	1612030031	0	3281	3282	3281
Sat Jan 30 19:07:03 2021	1612030023	0	3282	3282	3281
Sat Jan 30 19:07:20 2021	1612030040	0	3282	3282	3282
Sat Jan 30 19:07:20 2021	1612030040	0	3283	3283	3282
Sat Jan 30 19:07:09 2021	1612030029	0	3284	3284	3284
Sat Jan 30 19:07:19 2021	1612030039	0	3284	3284	3284
Sat Jan 30 19:07:35 2021	1612030055	0	3285	3286	3285
Sat Jan 30 19:07:35 2021	1612030055	0	3286	3286	3286
Sat Jan 30 19:07:05 2021	1612030025	0	3288	3288	3287
Sat Jan 30 19:07:20 2021	1612030040	0	3289	3289	3288
Sat Jan 30 19:07:34 2021	1612030054	0	3290	3290	3289
Sat Jan 30 19:07:03 2021	1612030023	0	3291	3291	3290
Sat Jan 30 19:07:20 2021	1612030040	0	3293	3293	3292
Sat Jan 30 19:07:08 2021	1612030028	0	3293	3293	3291
Sat Jan 30 19:07:19 2021	1612030039	0	3295	3295	3294
Sat Jan 30 19:07:18 2021	1612030038	0	3296	3296	3296
Sat Jan 30 19:07:18 2021	1612030038	0	3301	3301	3300
Sat Jan 30 19:07:33 2021	1612030053	0	3301	3301	3301
Sat Jan 30 19:07:20 2021	1612030040	0	3301	3301	3301
Sat Jan 30 19:07:34 2021	1612030054	0	3304	3304	3303
Sat Jan 30 19:07:33 2021	1612030053	0	3304	3304	3304
Sat Jan 30 19:07:51 2021	1612030071	0	3306	3306	3306
Sat Jan 30 19:07:04 2021	1612030024	0	3306	3306	3306
Sat Jan 30 19:07:05 2021	1612030025	0	3307	3307	3306
Sat Jan 30 19:07:05 2021	1612030025	0	3307	3307	3306
Sat Jan 30 19:07:50 2021	1612030070	0	3307	3307	3306
Sat Jan 30 19:07:03 2021	1612030023	0	3309	3309	3308
Sat Jan 30 19:07:32 2021	1612030052	0	3312	3313	3312
Sat Jan 30 19:06:54 2021	1612030014	1	3312	3313	3312
Sat Jan 30 19:07:11 2021	1612030031	0	3316	3316	3316
Sat Jan 30 19:07:50 2021	1612030070	0	3317	3317	3317
Sat Jan 30 19:07:03 2021	1612030023	0	3317	3318	3317
Sat Jan 30 19:07:49 2021	1612030069	0	3319	3319	3318
Sat Jan 30 19:07:05 2021	1612030025	0	3319	3319	3318
Sat Jan 30 19:07:20 2021	1612030040	0	3321	3322	3321
Sat Jan 30 19:07:34 2021	1612030054	0	3322	3322	3321
Sat Jan 30 19:07:18 2021	1612030038	0	3325	3325	3325
Sat Jan 30 19:07:03 2021	1612030023	0	3326	3326	3325
Sat Jan 30 19:07:34 2021	1612030054	0	3327	3327	3327
Sat Jan 30 19:07:49 2021	1612030069	0	3328	3328	3327
Sat Jan 30 19:07:05 2021	1612030025	0	3328	3328	3328
Sat Jan 30 19:07:18 2021	1612030038	0	3331	3331	3331
Sat Jan 30 19:07:09 2021	1612030029	0	3331	3332	3331
Sat Jan 30 19:07:22 2021	1612030042	0	3334	3334	3333
Sat Jan 30 19:07:03 2021	1612030023	0	3334	3334	3334
Sat Jan 30 19:07:50 2021	1612030070	0	3336	3336	3335
Sat Jan 30 19:08:05 2021	1612030085	0	3337	3337	3336
Sat Jan 30 19:07:01 2021	1612030021	0	3339	3339	3338
Sat Jan 30 19:07:18 2021	1612030038	0	3339	3340	3339
Sat Jan 30 19:07:18 2021	1612030038	0	3342	3343	3342
Sat Jan 30 19:07:18 2021	1612030038	0	3343	3343	3342
Sat Jan 30 19:07:36 2021	1612030056	0	3343	3343	3342
Sat Jan 30 19:07:51 2021	1612030071	0	3345	3345	3344
Sat Jan 30 19:07:03 2021	1612030023	0	3345	3345	3345
Sat Jan 30 19:07:01 2021	1612030021	0	3345	3345	3345
Sat Jan 30 19:07:34 2021	1612030054	0	3345	3345	3345
Sat Jan 30 19:07:49 2021	1612030069	0	3347	3347	3346
Sat Jan 30 19:07:20 2021	1612030040	0	3347	3347	3347
Sat Jan 30 19:07:20 2021	1612030040	0	3347	3348	3347
Sat Jan 30 19:07:34 2021	1612030054	0	3348	3349	3348
Sat Jan 30 19:07:19 2021	1612030039	0	3349	3349	3348
Sat Jan 30 19:07:50 2021	1612030070	0	3349	3349	3348
Sat Jan 30 19:07:19 2021	1612030039	0	3350	3350	3349
Sat Jan 30 19:07:21 2021	1612030041	0	3350	3350	3349
Sat Jan 30 19:07:22 2021	1612030042	0	3351	3351	3350
Sat Jan 30 19:07:21 2021	1612030041	0	3351	3351	3351
Sat Jan 30 19:07:32 2021	1612030052	0	3352	3352	3351
Sat Jan 30 19:07:51 2021	1612030071	0	3356	3356	3355
Sat Jan 30 19:07:05 2021	1612030025	0	3358	3359	3358
Sat Jan 30 19:07:05 2021	1612030025	0	3360	3360	3359
Sat Jan 30 19:07:19 2021	1612030039	0	3360	3360	3359
Sat Jan 30 19:07:08 2021	1612030028	0	3361	3361	3360
Sat Jan 30 19:07:04 2021	1612030024	0	3361	3361	3361
Sat Jan 30 19:07:50 2021	1612030070	0	3361	3362	3361
Sat Jan 30 19:07:05 2021	1612030025	0	3362	3362	3362
Sat Jan 30 19:07:11 2021	1612030031	0	3363	3363	3362
Sat Jan 30 19:06:57 2021	1612030017	0	3364	3364	3363
Sat Jan 30 19:07:20 2021	1612030040	0	3364	3364	3364
Sat Jan 30 19:07:50 2021	1612030070	0	3364	3364	3363
Sat Jan 30 19:07:52 2021	1612030072	0	3366	3366	3365
Sat Jan 30 19:07:04 2021	1612030024	0	3366	3366	3366
Sat Jan 30 19:07:11 2021	1612030031	0	3367	3367	3367
Sat Jan 30 19:07:05 2021	1612030025	0	3368	3368	3368
Sat Jan 30 19:07:18 2021	1612030038	0	3369	3369	3368
Sat Jan 30 19:07:34 2021	1612030054	0	3369	3369	3368
Sat Jan 30 19:07:18 2021	1612030038	0	3370	3370	3369
Sat Jan 30 19:07:20 2021	1612030040	0	3372	3372	3371
Sat Jan 30 19:07:04 2021	1612030024	0	3373	3374	3373
Sat Jan 30 19:07:32 2021	1612030052	0	3375	3375	3374
Sat Jan 30 19:07:51 2021	1612030071	0	3375	3375	3375
Sat Jan 30 19:07:34 2021	1612030054	0	3376	3376	3375
Sat Jan 30 19:07:05 2021	1612030025	0	3376	3376	3375
Sat Jan 30 19:07:11 2021	1612030031	0	3377	3377	3376
Sat Jan 30 19:07:49 2021	1612030069	0	3378	3378	3377
Sat Jan 30 19:07:50 2021	1612030070	0	3379	3379	3378
Sat Jan 30 19:07:05 2021	1612030025	0	3380	3380	3379
Sat Jan 30 19:07:03 2021	1612030023	0	3381	3381	3380
Sat Jan 30 19:07:22 2021	1612030042	0	3383	3383	3382
Sat Jan 30 19:07:35 2021	1612030055	0	3383	3383	3383
Sat Jan 30 19:07:51 2021	1612030071	0	3384	3384	3383
Sat Jan 30 19:07:49 2021	1612030069	0	3385	3385	3384
Sat Jan 30 19:07:19 2021	1612030039	0	3388	3388	3387
Sat Jan 30 19:07:51 2021	1612030071	0	3390	3390	3389
Sat Jan 30 19:07:19 2021	1612030039	0	3390	3390	3390
Sat Jan 30 19:07:20 2021	1612030040	0	3394	3394	3393
Sat Jan 30 19:07:19 2021	1612030039	0	3395	3395	3394
Sat Jan 30 19:07:21 2021	1612030041	0	3396	3396	3395
Sat Jan 30 19:07:34 2021	1612030054	0	3399	3399	3398
Sat Jan 30 19:08:05 2021	1612030085	0	3399	3399	3398
Sat Jan 30 19:07:04 2021	1612030024	0	3401	3401	3400
Sat Jan 30 19:07:01 2021	1612030021	0	3403	3403	3402
Sat Jan 30 19:07:50 2021	1612030070	0	3409	3409	3409
Sat Jan 30 19:07:35 2021	1612030055	0	3411	3411	3411
Sat Jan 30 19:07:49 2021	1612030069	0	3414	3414	3413
Sat Jan 30 19:07:51 2021	1612030071	0	3416	3416	3415
Sat Jan 30 19:07:50 2021	1612030070	0	3419	3419	3418
Sat Jan 30 19:07:04 2021	1612030024	0	3420	3420	3419
Sat Jan 30 19:07:01 2021	1612030021	0	3420	3421	3420
Sat Jan 30 19:07:05 2021	1612030025	0	3421	3422	3421
Sat Jan 30 19:07:49 2021	1612030069	0	3424	3425	3424
Sat Jan 30 19:07:11 2021	1612030031	0	3425	3425	3424
Sat Jan 30 19:07:51 2021	1612030071	0	3425	3425	3425
Sat Jan 30 19:07:08 2021	1612030028	0	3425	3425	3425
Sat Jan 30 19:07:34 2021	1612030054	0	3426	3426	3425
Sat Jan 30 19:07:51 2021	1612030071	0	3426	3426	3426
Sat Jan 30 19:07:49 2021	1612030069	0	3426	3427	3426
Sat Jan 30 19:07:20 2021	1612030040	0	3426	3427	3426
Sat Jan 30 19:07:30 2021	1612030050	0	3428	3429	3428
Sat Jan 30 19:07:04 2021	1612030024	0	3429	3429	3428
Sat Jan 30 19:07:11 2021	1612030031	0	3430	3430	3429
Sat Jan 30 19:07:18 2021	1612030038	0	3430	3431	3430
Sat Jan 30 19:07:04 2021	1612030024	0	3431	3432	3431
Sat Jan 30 19:07:05 2021	1612030025	0	3433	3433	3432
Sat Jan 30 19:07:01 2021	1612030021	0	3434	3434	3434
Sat Jan 30 19:07:18 2021	1612030038	0	3436	3436	3435
Sat Jan 30 19:07:34 2021	1612030054	0	3436	3436	3436
Sat Jan 30 19:07:19 2021	1612030039	0	3438	3438	3438
Sat Jan 30 19:07:20 2021	1612030040	0	3439	3439	3439
Sat Jan 30 19:07:18 2021	1612030038	0	3440	3440	3439
Sat Jan 30 19:07:36 2021	1612030056	0	3440	3440	3439
Sat Jan 30 19:07:01 2021	1612030021	0	3440	3440	3440
Sat Jan 30 19:07:01 2021	1612030021	0	3441	3441	3440
Sat Jan 30 19:07:09 2021	1612030029	0	3442	3442	3441
Sat Jan 30 19:07:01 2021	1612030021	0	3443	3443	3443
Sat Jan 30 19:07:18 2021	1612030038	0	3446	3446	3445
Sat Jan 30 19:07:18 2021	1612030038	0	3447	3447	3447
Sat Jan 30 19:07:48 2021	1612030068	0	3448	3448	3448
Sat Jan 30 19:07:50 2021	1612030070	0	3448	3448	3448
Sat Jan 30 19:07:05 2021	1612030025	0	3450	3450	3449
Sat Jan 30 19:07:48 2021	1612030068	0	3450	3450	3449
Sat Jan 30 19:07:32 2021	1612030052	0	3450	3450	3448
Sat Jan 30 19:07:51 2021	1612030071	0	3451	3451	3450
Sat Jan 30 19:07:36 2021	1612030056	0	3453	3453	3453
Sat Jan 30 19:07:04 2021	1612030024	0	3454	3454	3453
Sat Jan 30 19:07:04 2021	1612030024	0	3455	3455	3455
Sat Jan 30 19:07:19 2021	1612030039	134	3324	3458	3321
Sat Jan 30 19:07:51 2021	1612030071	0	3458	3458	3458
Sat Jan 30 19:07:52 2021	1612030072	0	3460	3460	3460
Sat Jan 30 19:07:51 2021	1612030071	0	3460	3460	3460
Sat Jan 30 19:07:34 2021	1612030054	0	3460	3461	3460
Sat Jan 30 19:07:42 2021	1612030062	0	3466	3467	3466
Sat Jan 30 19:07:34 2021	1612030054	0	3467	3467	3466
Sat Jan 30 19:07:18 2021	1612030038	0	3469	3469	3468
Sat Jan 30 19:07:41 2021	1612030061	0	3470	3470	3469
Sat Jan 30 19:07:35 2021	1612030055	0	3471	3471	3470
Sat Jan 30 19:07:01 2021	1612030021	0	3472	3472	3471
Sat Jan 30 19:07:31 2021	1612030051	0	3472	3473	3472
Sat Jan 30 19:07:09 2021	1612030029	0	3473	3473	3472
Sat Jan 30 19:07:20 2021	1612030040	0	3474	3474	3473
Sat Jan 30 19:07:21 2021	1612030041	0	3475	3475	3474
Sat Jan 30 19:07:36 2021	1612030056	0	3476	3476	3475
Sat Jan 30 19:07:21 2021	1612030041	0	3476	3476	3475
Sat Jan 30 19:07:31 2021	1612030051	0	3478	3478	3477
Sat Jan 30 19:07:51 2021	1612030071	0	3478	3478	3478
Sat Jan 30 19:07:50 2021	1612030070	0	3479	3479	3478
Sat Jan 30 19:07:50 2021	1612030070	0	3480	3480	3479
Sat Jan 30 19:06:54 2021	1612030014	3	3477	3480	3477
Sat Jan 30 19:07:40 2021	1612030060	0	3484	3484	3483
Sat Jan 30 19:07:41 2021	1612030061	0	3484	3484	3484
Sat Jan 30 19:07:18 2021	1612030038	0	3485	3485	3485
Sat Jan 30 19:07:36 2021	1612030056	0	3486	3486	3486
Sat Jan 30 19:07:49 2021	1612030069	0	3488	3488	3487
Sat Jan 30 19:07:49 2021	1612030069	0	3488	3488	3487
Sat Jan 30 19:07:21 2021	1612030041	0	3488	3488	3487
Sat Jan 30 19:07:34 2021	1612030054	0	3489	3489	3488
Sat Jan 30 19:07:04 2021	1612030024	0	3489	3489	3486
Sat Jan 30 19:07:01 2021	1612030021	0	3489	3489	3488
Sat Jan 30 19:07:52 2021	1612030072	0	3490	3490	3489
Sat Jan 30 19:07:52 2021	1612030072	0	3490	3490	3490
Sat Jan 30 19:06:54 2021	1612030014	2	3488	3491	3488
Sat Jan 30 19:07:36 2021	1612030056	0	3491	3491	3490
Sat Jan 30 19:07:49 2021	1612030069	0	3492	3492	3491
Sat Jan 30 19:07:30 2021	1612030050	0	3494	3494	3494
Sat Jan 30 19:07:22 2021	1612030042	0	3496	3496	3495
Sat Jan 30 19:07:23 2021	1612030043	1	3496	3496	3495
Sat Jan 30 19:07:49 2021	1612030069	0	3497	3497	3496
Sat Jan 30 19:07:31 2021	1612030051	0	3497	3497	3496
Sat Jan 30 19:07:42 2021	1612030062	0	3500	3500	3499
Sat Jan 30 19:07:51 2021	1612030071	0	3500	3500	3500
Sat Jan 30 19:07:52 2021	1612030072	0	3500	3500	3500
Sat Jan 30 19:07:34 2021	1612030054	0	3501	3501	3500
Sat Jan 30 19:07:21 2021	1612030041	0	3502	3502	3501
Sat Jan 30 19:07:50 2021	1612030070	0	3502	3503	3502
Sat Jan 30 19:07:51 2021	1612030071	0	3505	3505	3504
Sat Jan 30 19:07:35 2021	1612030055	0	3505	3505	3504
Sat Jan 30 19:07:34 2021	1612030054	0	3505	3505	3505
Sat Jan 30 19:07:32 2021	1612030052	0	3507	3507	3507
Sat Jan 30 19:07:20 2021	1612030040	0	3508	3508	3508
Sat Jan 30 19:07:43 2021	1612030063	0	3511	3511	3510
Sat Jan 30 19:07:52 2021	1612030072	0	3511	3511	3510
Sat Jan 30 19:07:11 2021	1612030031	0	3512	3512	3511
Sat Jan 30 19:07:35 2021	1612030055	0	3514	3514	3513
Sat Jan 30 19:07:18 2021	1612030038	0	3516	3516	3515
Sat Jan 30 19:07:49 2021	1612030069	0	3517	3517	3516
Sat Jan 30 19:06:57 2021	1612030017	0	3518	3518	3517
Sat Jan 30 19:07:10 2021	1612030030	0	3519	3519	3518
Sat Jan 30 19:07:22 2021	1612030042	0	3519	3519	3519
Sat Jan 30 19:07:10 2021	1612030030	0	3520	3520	3520
Sat Jan 30 19:07:52 2021	1612030072	0	3521	3521	3520
Sat Jan 30 19:07:35 2021	1612030055	0	3521	3521	3521
Sat Jan 30 19:07:52 2021	1612030072	0	3522	3522	3521
Sat Jan 30 19:07:30 2021	1612030050	0	3526	3526	3526
Sat Jan 30 19:07:49 2021	1612030069	0	3527	3527	3526
Sat Jan 30 19:07:09 2021	1612030029	0	3528	3528	3527
Sat Jan 30 19:07:20 2021	1612030040	0	3528	3528	3528
Sat Jan 30 19:07:42 2021	1612030062	0	3529	3529	3528
Sat Jan 30 19:07:41 2021	1612030061	0	3530	3530	3529
Sat Jan 30 19:07:36 2021	1612030056	1	3531	3531	3530
Sat Jan 30 19:07:31 2021	1612030051	0	3533	3533	3532
Sat Jan 30 19:07:41 2021	1612030061	0	3534	3534	3534
Sat Jan 30 19:07:22 2021	1612030042	0	3535	3535	3534
Sat Jan 30 19:07:42 2021	1612030062	0	3535	3535	3535
Sat Jan 30 19:07:20 2021	1612030040	0	3535	3535	3535
Sat Jan 30 19:07:52 2021	1612030072	0	3537	3537	3536
Sat Jan 30 19:07:49 2021	1612030069	0	3537	3538	3537
Sat Jan 30 19:07:41 2021	1612030061	0	3538	3538	3537
Sat Jan 30 19:06:54 2021	1612030014	1	3538	3539	3538
Sat Jan 30 19:07:32 2021	1612030052	0	3539	3540	3539
Sat Jan 30 19:07:52 2021	1612030072	0	3539	3540	3539
Sat Jan 30 19:07:20 2021	1612030040	0	3542	3542	3540
Sat Jan 30 19:07:32 2021	1612030052	0	3544	3544	3543
Sat Jan 30 19:07:52 2021	1612030072	0	3544	3544	3544
Sat Jan 30 19:07:32 2021	1612030052	0	3548	3548	3546
Sat Jan 30 19:07:42 2021	1612030062	0	3549	3549	3549
Sat Jan 30 19:07:10 2021	1612030030	0	3550	3550	3550
Sat Jan 30 19:07:20 2021	1612030040	0	3552	3552	3551
Sat Jan 30 19:06:58 2021	1612030018	0	3554	3554	3553
Sat Jan 30 19:07:42 2021	1612030062	0	3557	3557	3556
Sat Jan 30 19:07:49 2021	1612030069	0	3558	3558	3557
Sat Jan 30 19:07:09 2021	1612030029	0	3559	3560	3559
Sat Jan 30 19:07:31 2021	1612030051	0	3560	3560	3559
Sat Jan 30 19:07:40 2021	1612030060	0	3562	3562	3562
Sat Jan 30 19:07:20 2021	1612030040	0	3564	3564	3564
Sat Jan 30 19:07:49 2021	1612030069	0	3564	3565	3564
Sat Jan 30 19:07:20 2021	1612030040	0	3565	3565	3564
Sat Jan 30 19:07:43 2021	1612030063	0	3565	3565	3564
Sat Jan 30 19:06:57 2021	1612030017	0	3565	3565	3564
Sat Jan 30 19:08:01 2021	1612030081	0	3566	3566	3566
Sat Jan 30 19:07:42 2021	1612030062	0	3567	3567	3567
Sat Jan 30 19:07:41 2021	1612030061	0	3567	3567	3567
Sat Jan 30 19:07:52 2021	1612030072	0	3568	3568	3567
Sat Jan 30 19:07:30 2021	1612030050	0	3569	3569	3568
Sat Jan 30 19:07:31 2021	1612030051	0	3570	3570	3569
Sat Jan 30 19:07:41 2021	1612030061	0	3571	3571	3571
Sat Jan 30 19:07:49 2021	1612030069	0	3572	3572	3571
Sat Jan 30 19:07:43 2021	1612030063	0	3573	3573	3572
Sat Jan 30 19:07:52 2021	1612030072	0	3574	3574	3573
Sat Jan 30 19:07:41 2021	1612030061	0	3575	3575	3574
Sat Jan 30 19:07:09 2021	1612030029	0	3576	3576	3575
Sat Jan 30 19:07:41 2021	1612030061	0	3577	3577	3576
Sat Jan 30 19:07:52 2021	1612030072	0	3577	3577	3576
Sat Jan 30 19:07:51 2021	1612030071	0	3581	3581	3580
Sat Jan 30 19:07:32 2021	1612030052	0	3581	3581	3580
Sat Jan 30 19:07:31 2021	1612030051	0	3581	3581	3581
Sat Jan 30 19:07:31 2021	1612030051	0	3583	3584	3583
Sat Jan 30 19:07:59 2021	1612030079	0	3584	3584	3584
Sat Jan 30 19:07:20 2021	1612030040	0	3584	3584	3584
Sat Jan 30 19:07:22 2021	1612030042	0	3585	3585	3585
Sat Jan 30 19:07:36 2021	1612030056	0	3586	3586	3586
Sat Jan 30 19:07:34 2021	1612030054	0	3587	3587	3586
Sat Jan 30 19:07:39 2021	1612030059	0	3587	3588	3587
Sat Jan 30 19:07:41 2021	1612030061	0	3588	3589	3588
Sat Jan 30 19:07:40 2021	1612030060	0	3589	3589	3588
Sat Jan 30 19:07:34 2021	1612030054	0	3589	3589	3589
Sat Jan 30 19:07:39 2021	1612030059	0	3589	3589	3588
Sat Jan 30 19:07:31 2021	1612030051	0	3589	3589	3589
Sat Jan 30 19:07:09 2021	1612030029	0	3590	3590	3590
Sat Jan 30 19:07:52 2021	1612030072	0	3592	3592	3592
Sat Jan 30 19:07:31 2021	1612030051	0	3595	3596	3595
Sat Jan 30 19:07:30 2021	1612030050	0	3596	3596	3596
Sat Jan 30 19:07:40 2021	1612030060	0	3596	3597	3596
Sat Jan 30 19:07:00 2021	1612030020	0	3599	3599	3598
Sat Jan 30 19:07:41 2021	1612030061	0	3599	3599	3599
Sat Jan 30 19:07:36 2021	1612030056	0	3600	3600	3599
Sat Jan 30 19:07:22 2021	1612030042	0	3602	3603	3602
Sat Jan 30 19:07:48 2021	1612030068	0	3603	3603	3603
Sat Jan 30 19:07:48 2021	1612030068	0	3604	3604	3603
Sat Jan 30 19:07:10 2021	1612030030	0	3607	3607	3606
Sat Jan 30 19:07:20 2021	1612030040	0	3608	3608	3607
Sat Jan 30 19:07:40 2021	1612030060	0	3612	3612	3611
Sat Jan 30 19:07:18 2021	1612030038	0	3616	3616	3616
Sat Jan 30 19:07:22 2021	1612030042	0	3618	3618	3617
Sat Jan 30 19:07:10 2021	1612030030	0	3618	3618	3617
Sat Jan 30 19:07:10 2021	1612030030	0	3620	3620	3620
Sat Jan 30 19:06:58 2021	1612030018	0	3622	3622	3622
Sat Jan 30 19:08:05 2021	1612030085	0	3622	3623	3622
Sat Jan 30 19:06:57 2021	1612030017	0	3623	3623	3622
Sat Jan 30 19:07:48 2021	1612030068	0	3623	3623	3622
Sat Jan 30 19:07:52 2021	1612030072	0	3626	3626	3626
Sat Jan 30 19:06:58 2021	1612030018	0	3627	3627	3626
Sat Jan 30 19:07:40 2021	1612030060	0	3631	3631	3629
Sat Jan 30 19:07:09 2021	1612030029	0	3632	3632	3631
Sat Jan 30 19:07:22 2021	1612030042	0	3632	3632	3632
Sat Jan 30 19:07:55 2021	1612030075	0	3632	3633	3632
Sat Jan 30 19:07:10 2021	1612030030	0	3633	3633	3633
Sat Jan 30 19:07:41 2021	1612030061	0	3633	3633	3633
Sat Jan 30 19:07:09 2021	1612030029	0	3636	3637	3636
Sat Jan 30 19:07:41 2021	1612030061	0	3638	3638	3637
Sat Jan 30 19:07:09 2021	1612030029	0	3638	3638	3638
Sat Jan 30 19:08:11 2021	1612030091	0	3639	3639	3638
Sat Jan 30 19:06:54 2021	1612030014	3	3636	3639	3636
Sat Jan 30 19:06:57 2021	1612030017	0	3639	3639	3639
Sat Jan 30 19:07:49 2021	1612030069	0	3641	3641	3640
Sat Jan 30 19:07:39 2021	1612030059	0	3641	3641	3641
Sat Jan 30 19:07:59 2021	1612030079	0	3641	3641	3641
Sat Jan 30 19:07:42 2021	1612030062	0	3641	3642	3641
Sat Jan 30 19:07:43 2021	1612030063	0	3642	3642	3641
Sat Jan 30 19:07:20 2021	1612030040	0	3644	3644	3644
Sat Jan 30 19:06:57 2021	1612030017	0	3645	3645	3644
Sat Jan 30 19:06:57 2021	1612030017	0	3645	3646	3645
Sat Jan 30 19:07:36 2021	1612030056	0	3646	3646	3645
Sat Jan 30 19:07:40 2021	1612030060	0	3646	3647	3646
Sat Jan 30 19:07:10 2021	1612030030	0	3648	3648	3647
Sat Jan 30 19:07:52 2021	1612030072	0	3650	3650	3650
Sat Jan 30 19:07:41 2021	1612030061	0	3651	3651	3650
Sat Jan 30 19:07:40 2021	1612030060	0	3652	3652	3645
Sat Jan 30 19:07:42 2021	1612030062	0	3655	3655	3654
Sat Jan 30 19:07:38 2021	1612030058	0	3655	3655	3655
Sat Jan 30 19:07:09 2021	1612030029	0	3656	3656	3655
Sat Jan 30 19:07:42 2021	1612030062	0	3662	3662	3662
Sat Jan 30 19:07:10 2021	1612030030	0	3662	3662	3662
Sat Jan 30 19:08:11 2021	1612030091	0	3666	3666	3665
Sat Jan 30 19:07:38 2021	1612030058	0	3670	3670	3670
Sat Jan 30 19:07:09 2021	1612030029	0	3671	3671	3670
Sat Jan 30 19:07:41 2021	1612030061	0	3671	3672	3671
Sat Jan 30 19:07:09 2021	1612030029	0	3671	3672	3671
Sat Jan 30 19:07:36 2021	1612030056	0	3672	3672	3671
Sat Jan 30 19:06:54 2021	1612030014	2	3671	3674	3671
Sat Jan 30 19:07:30 2021	1612030050	0	3675	3675	3674
Sat Jan 30 19:07:39 2021	1612030059	0	3677	3677	3676
Sat Jan 30 19:07:10 2021	1612030030	0	3680	3680	3679
Sat Jan 30 19:07:52 2021	1612030072	0	3682	3682	3681
Sat Jan 30 19:07:41 2021	1612030061	0	3683	3683	3682
Sat Jan 30 19:07:30 2021	1612030050	0	3684	3684	3683
Sat Jan 30 19:07:10 2021	1612030030	0	3684	3684	3683
Sat Jan 30 19:07:10 2021	1612030030	0	3684	3684	3684
Sat Jan 30 19:07:55 2021	1612030075	0	3684	3685	3684
Sat Jan 30 19:07:30 2021	1612030050	0	3685	3685	3684
Sat Jan 30 19:07:53 2021	1612030073	0	3685	3685	3684
Sat Jan 30 19:07:47 2021	1612030067	0	3687	3687	3687
Sat Jan 30 19:07:31 2021	1612030051	0	3689	3689	3688
Sat Jan 30 19:07:37 2021	1612030057	0	3689	3690	3689
Sat Jan 30 19:07:40 2021	1612030060	0	3690	3690	3689
Sat Jan 30 19:07:38 2021	1612030058	1	3694	3695	3694
Sat Jan 30 19:07:52 2021	1612030072	0	3695	3695	3694
Sat Jan 30 19:06:57 2021	1612030017	0	3695	3695	3695
Sat Jan 30 19:07:10 2021	1612030030	0	3697	3697	3696
Sat Jan 30 19:07:32 2021	1612030052	0	3698	3698	3697
Sat Jan 30 19:07:41 2021	1612030061	0	3698	3698	3698
Sat Jan 30 19:07:55 2021	1612030075	0	3698	3698	3698
Sat Jan 30 19:07:39 2021	1612030059	0	3699	3700	3699
